t	z	A	theta	lambda	theta_s	lambda_s
354000.000000	0.147498	1.573181	-0.028123	2.667224	-0.028168	2.519667
355000.000000	0.178556	1.573298	-0.028252	2.625541	-0.028247	2.446914
356000.000000	0.209611	1.573485	-0.028389	2.583857	-0.028327	2.374161
357000.000000	0.240669	1.573706	-0.028535	2.542174	-0.028406	2.301407
358000.000000	0.271725	1.573956	-0.028691	2.500491	-0.028486	2.228654
359000.000000	0.302780	1.574214	-0.028859	2.458807	-0.028565	2.155901
360000.000000	0.333835	1.574491	-0.029038	2.417123	-0.028645	2.083148
361000.000000	0.364889	1.574775	-0.029229	2.375439	-0.028724	2.010395
362000.000000	0.395944	1.575069	-0.029433	2.333755	-0.028803	1.937641
363000.000000	0.426998	1.575377	-0.029649	2.292071	-0.028883	1.864888
364000.000000	0.458051	1.575690	-0.029879	2.250387	-0.028962	1.792135
365000.000000	0.489103	1.576017	-0.030122	2.208702	-0.029042	1.719382
366000.000000	0.520154	1.576350	-0.030380	2.167017	-0.029121	1.646629
367000.000000	0.551205	1.576697	-0.030652	2.125332	-0.029201	1.573875
368000.000000	0.582255	1.577051	-0.030940	2.083646	-0.029280	1.501122
369000.000000	0.613304	1.577421	-0.031243	2.041961	-0.029360	1.428369
370000.000000	0.644352	1.577801	-0.031562	2.000275	-0.029439	1.355616
371000.000000	0.675398	1.578194	-0.031898	1.958588	-0.029518	1.282863
372000.000000	0.706445	1.578604	-0.032251	1.916902	-0.029598	1.210109
373000.000000	0.737490	1.579027	-0.032622	1.875215	-0.029677	1.137356
374000.000000	0.768532	1.579467	-0.033012	1.833527	-0.029757	1.064603
375000.000000	0.799575	1.579924	-0.033421	1.791840	-0.029836	0.991850
376000.000000	0.830615	1.580399	-0.033851	1.750152	-0.029916	0.919097
377000.000000	0.861654	1.580894	-0.034301	1.708463	-0.029995	0.846344
378000.000000	0.892692	1.581411	-0.034773	1.666774	-0.030075	0.773590
379000.000000	0.923728	1.581948	-0.035269	1.625085	-0.030154	0.700837
380000.000000	0.954762	1.582510	-0.035788	1.583395	-0.030233	0.628084
381000.000000	0.985794	1.583099	-0.036332	1.541705	-0.030313	0.555331
382000.000000	1.016824	1.583715	-0.036902	1.500014	-0.030392	0.482578
383000.000000	1.047852	1.584361	-0.037499	1.458323	-0.030472	0.409825
384000.000000	1.078878	1.585037	-0.038126	1.416631	-0.030551	0.337071
385000.000000	1.109901	1.585749	-0.038782	1.374939	-0.030631	0.264318
386000.000000	1.140920	1.586496	-0.039470	1.333246	-0.030710	0.191565
387000.000000	1.171938	1.587282	-0.040192	1.291553	-0.030789	0.118812
388000.000000	1.202951	1.588112	-0.040949	1.249859	-0.030869	0.046059
389000.000000	1.233962	1.588985	-0.041743	1.208164	-0.030948	-0.026695
390000.000000	1.264969	1.589909	-0.042576	1.166469	-0.031028	-0.099448
391000.000000	1.295970	1.590884	-0.043450	1.124772	-0.031107	-0.172201
392000.000000	1.326969	1.591917	-0.044368	1.083076	-0.031187	-0.244954
393000.000000	1.357962	1.593010	-0.045333	1.041378	-0.031266	-0.317707
394000.000000	1.388950	1.594170	-0.046347	0.999680	-0.031345	-0.390460
395000.000000	1.419933	1.595402	-0.047413	0.957981	-0.031425	-0.463214
396000.000000	1.450909	1.596712	-0.048534	0.916282	-0.031504	-0.535967
397000.000000	1.481878	1.598107	-0.049715	0.874581	-0.031584	-0.608720
398000.000000	1.512840	1.599593	-0.050958	0.832881	-0.031663	-0.681473
399000.000000	1.585461	1.603331	-0.050958	0.832881	-0.031742	-0.754226
400000.000000	1.658072	1.607247	-0.050958	0.832881	-0.031822	-0.826979
401000.000000	1.730672	1.611381	-0.050958	0.832881	-0.031901	-0.899732
402000.000000	1.803261	1.615788	-0.050958	0.832881	-0.031981	-0.972486
403000.000000	1.875833	1.620525	-0.050958	0.832881	-0.032060	-1.045239
404000.000000	1.948387	1.625667	-0.050958	0.832881	-0.032140	-1.117992
405000.000000	2.020919	1.631301	-0.050958	0.832881	-0.032219	-1.190745
406000.000000	2.093425	1.637542	-0.050958	0.832881	-0.032298	-1.263498
407000.000000	2.165898	1.644534	-0.050958	0.832881	-0.032378	-1.336251
408000.000000	2.238332	1.652464	-0.050958	0.832881	-0.032457	-1.409005
409000.000000	2.310713	1.661589	-0.050958	0.832881	-0.032537	-1.481758
410000.000000	2.383029	1.672254	-0.050958	0.832881	-0.032616	-1.554511
411000.000000	2.455258	1.684954	-0.050958	0.832881	-0.032695	-1.627264
412000.000000	2.527369	1.700412	-0.050958	0.832881	-0.032775	-1.700017
413000.000000	2.599315	1.719724	-0.050958	0.832881	-0.032854	-1.772770
414000.000000	2.671021	1.744653	-0.050958	0.832881	-0.032934	-1.845523
415000.000000	2.742358	1.778193	-0.050958	0.832881	-0.033013	-1.918277
416000.000000	2.813083	1.825864	-0.050958	0.832881	-0.033092	-1.991030
417000.000000	2.882696	1.898946	-0.050958	0.832881	-0.033172	-2.063783
418000.000000	2.949979	2.023834	-0.050958	0.832881	-0.033251	-2.136536
419000.000000	3.011275	2.273025	-0.050958	0.832881	-0.033330	-2.209289
420000.000000	3.053112	2.835213	-0.050958	0.832881	-0.033410	-2.282042
421000.000000	3.045397	-2.641666	-0.050958	0.832881	-0.033489	-2.354795
422000.000000	2.995793	-2.187858	-0.050958	0.832881	-0.033569	-2.427549
423000.000000	2.932212	-1.984581	-0.050958	0.832881	-0.033648	-2.500302
424000.000000	2.864100	-1.877909	-0.050958	0.832881	-0.033727	-2.573055
425000.000000	2.794113	-1.813378	-0.050958	0.832881	-0.033807	-2.645808
426000.000000	2.723189	-1.770310	-0.050958	0.832881	-0.033886	-2.718561
427000.000000	2.651736	-1.739519	-0.050958	0.832881	-0.033966	-2.791314
428000.000000	2.579956	-1.716361	-0.050958	0.832881	-0.034045	-2.864067
429000.000000	2.507959	-1.698259	-0.050958	0.832881	-0.034124	-2.936821
430000.000000	2.435813	-1.683673	-0.050958	0.832881	-0.034204	-3.009574
431000.000000	2.363559	-1.671624	-0.050958	0.832881	-0.034283	-3.082327
432000.000000	2.291224	-1.661465	-0.050958	0.832881	-0.034362	3.128105
433000.000000	2.218828	-1.652749	-0.050958	0.832881	-0.034442	3.055352
434000.000000	2.146384	-1.645156	-0.050958	0.832881	-0.034521	2.982599
435000.000000	2.073902	-1.638455	-0.050958	0.832881	-0.034601	2.909846
436000.000000	2.001389	-1.632468	-0.050958	0.832881	-0.034680	2.837093
437000.000000	1.928851	-1.627064	-0.050958	0.832881	-0.034759	2.764340
438000.000000	1.856293	-1.622137	-0.050958	0.832881	-0.034839	2.691587
439000.000000	1.783716	-1.617604	-0.050958	0.832881	-0.034918	2.618833
440000.000000	1.711125	-1.613397	-0.050958	0.832881	-0.034997	2.546080
441000.000000	1.638522	-1.609461	-0.050958	0.832881	-0.035077	2.473327
442000.000000	1.524242	-1.603595	-0.052370	0.874579	-0.035156	2.400574
443000.000000	1.409953	-1.597845	-0.053543	0.916288	-0.035236	2.327821
444000.000000	1.295657	-1.592145	-0.054479	0.958005	-0.035315	2.255068
445000.000000	1.181356	-1.586438	-0.055179	0.999728	-0.035394	2.182315
446000.000000	1.067051	-1.580658	-0.055638	1.041456	-0.035474	2.109562
447000.000000	0.952743	-1.574729	-0.055850	1.083187	-0.035553	2.036809
448000.000000	0.838432	-1.568548	-0.055805	1.124919	-0.035632	1.964055
449000.000000	0.724123	-1.561971	-0.055486	1.166649	-0.035712	1.891302
450000.000000	0.609817	-1.554760	-0.054865	1.208374	-0.035791	1.818549
451000.000000	0.495516	-1.546506	-0.053900	1.250092	-0.035870	1.745796
452000.000000	0.381227	-1.536397	-0.052513	1.291794	-0.035950	1.673043
453000.000000	0.266961	-1.522519	-0.050547	1.333470	-0.036029	1.600290
454000.000000	0.152753	-1.498867	-0.047595	1.375082	-0.036108	1.527537
455000.000000	0.038778	-1.428417	-0.041720	1.416373	-0.036188	1.454784
456000.000000	0.006920	-1.729233	-0.035176	1.375193	-0.036267	1.382031
457000.000000	0.024218	1.588288	-0.035934	1.333507	-0.036347	1.309277
458000.000000	0.055254	1.576124	-0.036187	1.291814	-0.036426	1.236524
459000.000000	0.086292	1.574095	-0.036356	1.250120	-0.036505	1.163771
460000.000000	0.117330	1.573616	-0.036506	1.208426	-0.036585	1.091018
461000.000000	0.148367	1.573589	-0.036654	1.166732	-0.036664	1.018265
462000.000000	0.179404	1.573744	-0.036808	1.125038	-0.036743	0.945512
463000.000000	0.210440	1.573985	-0.036973	1.083343	-0.036823	0.872759
464000.000000	0.241476	1.574269	-0.037150	1.041648	-0.036902	0.800006
465000.000000	0.272511	1.574584	-0.037340	0.999953	-0.036981	0.727253
466000.000000	0.303544	1.574922	-0.037545	0.958257	-0.037061	0.654500
467000.000000	0.334580	1.575276	-0.037764	0.916562	-0.037140	0.581746
468000.000000	0.365612	1.575643	-0.037999	0.874866	-0.037219	0.508993
469000.000000	0.396644	1.576025	-0.038250	0.833170	-0.037299	0.436240
470000.000000	0.427675	1.576416	-0.038518	0.791473	-0.037378	0.363487
471000.000000	0.458704	1.576822	-0.038802	0.749776	-0.037457	0.290734
472000.000000	0.489733	1.577239	-0.039105	0.708079	-0.037537	0.217981
473000.000000	0.520760	1.577670	-0.039425	0.666381	-0.037616	0.145228
474000.000000	0.551787	1.578113	-0.039764	0.624683	-0.037695	0.072475
475000.000000	0.582812	1.578571	-0.040123	0.582985	-0.037775	-0.000278
476000.000000	0.613836	1.579042	-0.040502	0.541286	-0.037854	-0.073031
477000.000000	0.644858	1.579531	-0.040901	0.499587	-0.037933	-0.145784
478000.000000	0.675878	1.580036	-0.041322	0.457887	-0.038013	-0.218537
479000.000000	0.706899	1.580559	-0.041765	0.416187	-0.038092	-0.291291
480000.000000	0.737915	1.581100	-0.042231	0.374486	-0.038171	-0.364044
481000.000000	0.768931	1.581664	-0.042720	0.332785	-0.038251	-0.436797
482000.000000	0.799944	1.582247	-0.043235	0.291083	-0.038330	-0.509550
483000.000000	0.830954	1.582855	-0.043775	0.249380	-0.038409	-0.582303
484000.000000	0.861962	1.583486	-0.044342	0.207677	-0.038488	-0.655056
485000.000000	0.892968	1.584146	-0.044937	0.165973	-0.038568	-0.727809
486000.000000	0.923971	1.584832	-0.045562	0.124268	-0.038647	-0.800562
487000.000000	0.954971	1.585550	-0.046216	0.082563	-0.038726	-0.873315
488000.000000	0.985967	1.586300	-0.046903	0.040856	-0.038806	-0.946068
489000.000000	1.016961	1.587085	-0.047623	-0.000851	-0.038885	-1.018821
490000.000000	1.047951	1.587907	-0.048377	-0.042558	-0.038964	-1.091574
491000.000000	1.078937	1.588770	-0.049169	-0.084267	-0.039044	-1.164327
492000.000000	1.109918	1.589675	-0.049998	-0.125977	-0.039123	-1.237080
493000.000000	1.140896	1.590625	-0.050868	-0.167688	-0.039202	-1.309834
494000.000000	1.171869	1.591627	-0.051781	-0.209399	-0.039282	-1.382587
495000.000000	1.202836	1.592680	-0.052738	-0.251112	-0.039361	-1.455340
496000.000000	1.233799	1.593791	-0.053743	-0.292825	-0.039440	-1.528093
497000.000000	1.264754	1.594963	-0.054797	-0.334540	-0.039519	-1.600846
498000.000000	1.295703	1.596203	-0.055904	-0.376256	-0.039599	-1.673599
499000.000000	1.326645	1.597514	-0.057066	-0.417973	-0.039678	-1.746352
500000.000000	1.357579	1.598903	-0.058287	-0.459691	-0.039757	-1.819105
501000.000000	1.388504	1.600376	-0.059571	-0.501411	-0.039837	-1.891858
502000.000000	1.419421	1.601939	-0.060921	-0.543131	-0.039916	-1.964611
503000.000000	1.450328	1.603600	-0.062341	-0.584853	-0.039995	-2.037364
504000.000000	1.481224	1.605369	-0.063836	-0.626576	-0.040074	-2.110117
505000.000000	1.512107	1.607254	-0.065411	-0.668300	-0.040154	-2.182870
506000.000000	1.584645	1.612027	-0.065411	-0.668300	-0.040233	-2.255623
507000.000000	1.657168	1.617023	-0.065411	-0.668300	-0.040312	-2.328376
508000.000000	1.729673	1.622298	-0.065411	-0.668300	-0.040392	-2.401129
509000.000000	1.802157	1.627915	-0.065411	-0.668300	-0.040471	-2.473882
510000.000000	1.874617	1.633951	-0.065411	-0.668300	-0.040550	-2.546635
511000.000000	1.947048	1.640498	-0.065411	-0.668300	-0.040629	-2.619388
512000.000000	2.019444	1.647670	-0.065411	-0.668300	-0.040709	-2.692142
513000.000000	2.091797	1.655606	-0.065411	-0.668300	-0.040788	-2.764895
514000.000000	2.164098	1.664489	-0.065411	-0.668300	-0.040867	-2.837648
515000.000000	2.236334	1.674558	-0.065411	-0.668300	-0.040947	-2.910401
516000.000000	2.308487	1.686128	-0.065411	-0.668300	-0.041026	-2.983154
517000.000000	2.380535	1.699636	-0.065411	-0.668300	-0.041105	-3.055907
518000.000000	2.452444	1.715695	-0.065411	-0.668300	-0.041184	-3.128660
519000.000000	2.524164	1.735199	-0.065411	-0.668300	-0.041264	3.081773
520000.000000	2.595623	1.759496	-0.065411	-0.668300	-0.041343	3.009019
521000.000000	2.666702	1.790732	-0.065411	-0.668300	-0.041422	2.936266
522000.000000	2.737199	1.832500	-0.065411	-0.668300	-0.041501	2.863513
523000.000000	2.806746	1.891278	-0.065411	-0.668300	-0.041581	2.790760
524000.000000	2.874603	1.979788	-0.065411	-0.668300	-0.041660	2.718007
525000.000000	2.939060	2.125720	-0.065411	-0.668300	-0.041739	2.645254
526000.000000	2.995546	2.393828	-0.065411	-0.668300	-0.041818	2.572501
527000.000000	3.031074	2.899614	-0.065411	-0.668300	-0.041898	2.499748
528000.000000	3.024660	-2.734059	-0.065411	-0.668300	-0.041977	2.426995
529000.000000	2.981260	-2.303611	-0.065411	-0.668300	-0.042056	2.354242
530000.000000	2.921788	-2.079217	-0.065411	-0.668300	-0.042135	2.281489
531000.000000	2.856117	-1.953435	-0.065411	-0.668300	-0.042215	2.208736
532000.000000	2.787682	-1.875024	-0.065411	-0.668300	-0.042294	2.135983
533000.000000	2.717821	-1.821872	-0.065411	-0.668300	-0.042373	2.063230
534000.000000	2.647136	-1.783520	-0.065411	-0.668300	-0.042452	1.990477
535000.000000	2.575938	-1.754510	-0.065411	-0.668300	-0.042532	1.917724
536000.000000	2.504398	-1.731741	-0.065411	-0.668300	-0.042611	1.844971
537000.000000	2.432620	-1.713338	-0.065411	-0.668300	-0.042690	1.772218
538000.000000	2.360669	-1.698102	-0.065411	-0.668300	-0.042769	1.699465
539000.000000	2.288590	-1.685232	-0.065411	-0.668300	-0.042849	1.626712
540000.000000	2.216413	-1.674170	-0.065411	-0.668300	-0.042928	1.553959
541000.000000	2.144158	-1.664519	-0.065411	-0.668300	-0.043007	1.481206
542000.000000	2.071843	-1.655988	-0.065411	-0.668300	-0.043086	1.408453
543000.000000	1.999478	-1.648359	-0.065411	-0.668300	-0.043166	1.335700
544000.000000	1.927073	-1.641460	-0.065411	-0.668300	-0.043245	1.262947
545000.000000	1.854634	-1.635162	-0.065411	-0.668300	-0.043324	1.190194
546000.000000	1.782167	-1.629358	-0.065411	-0.668300	-0.043403	1.117441
547000.000000	1.709677	-1.623963	-0.065411	-0.668300	-0.043482	1.044688
548000.000000	1.637167	-1.618907	-0.065411	-0.668300	-0.043562	0.971935
549000.000000	1.522974	-1.611364	-0.067159	-0.626578	-0.043641	0.899182
550000.000000	1.408766	-1.603962	-0.068600	-0.584840	-0.043720	0.826429
551000.000000	1.294547	-1.596619	-0.069736	-0.543089	-0.043799	0.753676
552000.000000	1.180320	-1.589257	-0.070566	-0.501328	-0.043879	0.680923
553000.000000	1.066087	-1.581791	-0.071086	-0.459560	-0.043958	0.608170
554000.000000	0.951849	-1.574119	-0.071286	-0.417788	-0.044037	0.535417
555000.000000	0.837609	-1.566106	-0.071153	-0.376015	-0.044116	0.462664
556000.000000	0.723372	-1.557555	-0.070663	-0.334247	-0.044195	0.389911
557000.000000	0.609139	-1.548154	-0.069780	-0.292486	-0.044275	0.317158
558000.000000	0.494917	-1.537348	-0.068446	-0.250741	-0.044354	0.244405
559000.000000	0.380717	-1.524045	-0.066557	-0.209023	-0.044433	0.171652
560000.000000	0.266560	-1.505678	-0.063902	-0.167352	-0.044512	0.098899
561000.000000	0.152505	-1.474184	-0.059936	-0.125795	-0.044592	0.026146
562000.000000	0.038872	-1.379995	-0.052079	-0.084811	-0.044671	-0.046607
563000.000000	0.006389	-1.781133	-0.043417	-0.125614	-0.044750	-0.119360
564000.000000	0.024782	1.591686	-0.044325	-0.167311	-0.044829	-0.192113
565000.000000	0.055793	1.577099	-0.044626	-0.209018	-0.044908	-0.264866
566000.000000	0.086805	1.574625	-0.044825	-0.250726	-0.044988	-0.337619
567000.000000	0.117818	1.574031	-0.044999	-0.292434	-0.045067	-0.410372
568000.000000	0.148830	1.573998	-0.045171	-0.334143	-0.045146	-0.483125
569000.000000	0.179841	1.574184	-0.045351	-0.375852	-0.045225	-0.555878
570000.000000	0.210852	1.574472	-0.045544	-0.417561	-0.045304	-0.628631
571000.000000	0.241860	1.574819	-0.045752	-0.459271	-0.045383	-0.701383
572000.000000	0.272868	1.575213	-0.045975	-0.500981	-0.045463	-0.774136
573000.000000	0.303876	1.575622	-0.046217	-0.542691	-0.045542	-0.846889
574000.000000	0.334883	1.576056	-0.046476	-0.584401	-0.045621	-0.919642
575000.000000	0.365888	1.576504	-0.046755	-0.626113	-0.045700	-0.992395
576000.000000	0.396892	1.576969	-0.047053	-0.667824	-0.045779	-1.065148
577000.000000	0.427895	1.577453	-0.047371	-0.709536	-0.045859	-1.137901
578000.000000	0.458897	1.577948	-0.047710	-0.751248	-0.045938	-1.210654
579000.000000	0.489896	1.578456	-0.048071	-0.792961	-0.046017	-1.283407
580000.000000	0.520894	1.578981	-0.048454	-0.834675	-0.046096	-1.356160
581000.000000	0.551890	1.579522	-0.048860	-0.876389	-0.046175	-1.428913
582000.000000	0.582884	1.580079	-0.049290	-0.918104	-0.046254	-1.501666
583000.000000	0.613877	1.580657	-0.049743	-0.959819	-0.046334	-1.574419
584000.000000	0.644867	1.581251	-0.050223	-1.001535	-0.046413	-1.647172
585000.000000	0.675855	1.581866	-0.050728	-1.043252	-0.046492	-1.719925
586000.000000	0.706840	1.582502	-0.051260	-1.084969	-0.046571	-1.792678
587000.000000	0.737823	1.583162	-0.051820	-1.126687	-0.046650	-1.865431
588000.000000	0.768802	1.583848	-0.052409	-1.168407	-0.046730	-1.938184
589000.000000	0.799778	1.584558	-0.053028	-1.210127	-0.046809	-2.010937
590000.000000	0.830752	1.585296	-0.053679	-1.251848	-0.046888	-2.083690
591000.000000	0.861721	1.586064	-0.054362	-1.293570	-0.046967	-2.156443
592000.000000	0.892688	1.586865	-0.055079	-1.335292	-0.047046	-2.229196
593000.000000	0.923649	1.587699	-0.055832	-1.377016	-0.047125	-2.301948
594000.000000	0.954606	1.588570	-0.056621	-1.418742	-0.047204	-2.374701
595000.000000	0.985560	1.589482	-0.057449	-1.460468	-0.047284	-2.447454
596000.000000	1.016508	1.590434	-0.058318	-1.502195	-0.047363	-2.520207
597000.000000	1.047451	1.591431	-0.059229	-1.543924	-0.047442	-2.592960
598000.000000	1.078388	1.592476	-0.060184	-1.585654	-0.047521	-2.665713
599000.000000	1.109319	1.593573	-0.061186	-1.627386	-0.047600	-2.738466
600000.000000	1.140243	1.594726	-0.062237	-1.669119	-0.047679	-2.811219
601000.000000	1.171161	1.595940	-0.063339	-1.710853	-0.047759	-2.883972
602000.000000	1.202071	1.597216	-0.064495	-1.752589	-0.047838	-2.956725
603000.000000	1.232973	1.598562	-0.065709	-1.794326	-0.047917	-3.029478
604000.000000	1.263865	1.599981	-0.066983	-1.836065	-0.047996	-3.102231
605000.000000	1.294747	1.601481	-0.068320	-1.877806	-0.048075	3.108202
606000.000000	1.325620	1.603068	-0.069724	-1.919548	-0.048154	3.035449
607000.000000	1.356482	1.604748	-0.071200	-1.961292	-0.048233	2.962696
608000.000000	1.387331	1.606529	-0.072752	-2.003038	-0.048312	2.889943
609000.000000	1.418166	1.608420	-0.074383	-2.044786	-0.048392	2.817190
610000.000000	1.448987	1.610428	-0.076099	-2.086535	-0.048471	2.744437
611000.000000	1.479792	1.612565	-0.077906	-2.128287	-0.048550	2.671684
612000.000000	1.510579	1.614842	-0.079810	-2.170040	-0.048629	2.598931
613000.000000	1.583015	1.620642	-0.079810	-2.170040	-0.048708	2.526178
614000.000000	1.655428	1.626710	-0.079810	-2.170040	-0.048787	2.453425
615000.000000	1.727815	1.633112	-0.079810	-2.170040	-0.048866	2.380673
616000.000000	1.800173	1.639927	-0.079810	-2.170040	-0.048945	2.307920
617000.000000	1.872495	1.647248	-0.079810	-2.170040	-0.049025	2.235167
618000.000000	1.944774	1.655181	-0.079810	-2.170040	-0.049104	2.162414
619000.000000	2.017001	1.663865	-0.079810	-2.170040	-0.049183	2.089661
620000.000000	2.089167	1.673468	-0.079810	-2.170040	-0.049262	2.016908
621000.000000	2.161256	1.684207	-0.079810	-2.170040	-0.049341	1.944155
622000.000000	2.233251	1.696366	-0.079810	-2.170040	-0.049420	1.871402
623000.000000	2.305125	1.710321	-0.079810	-2.170040	-0.049499	1.798649
624000.000000	2.376847	1.726586	-0.079810	-2.170040	-0.049578	1.725896
625000.000000	2.448365	1.745885	-0.079810	-2.170040	-0.049657	1.653144
626000.000000	2.519614	1.769261	-0.079810	-2.170040	-0.049737	1.580391
627000.000000	2.590485	1.798280	-0.079810	-2.170040	-0.049816	1.507638
628000.000000	2.660813	1.835396	-0.079810	-2.170040	-0.049895	1.434885
629000.000000	2.730318	1.884653	-0.079810	-2.170040	-0.049974	1.362132
630000.000000	2.798499	1.953141	-0.079810	-2.170040	-0.050053	1.289379
631000.000000	2.864378	2.054172	-0.079810	-2.170040	-0.050132	1.216626
632000.000000	2.925835	2.214433	-0.079810	-2.170040	-0.050211	1.143873
633000.000000	2.977814	2.486939	-0.079810	-2.170040	-0.050290	1.071120
